DateTime,In_Flow,In_Angle,In_Temp,Out_Temp,In_Pressure,Viscosity,Humidity,Rot_Speed,Valve_Opening,Tank_%,Out_Speed,Thickness,Vibration,Col_density,Oxygen,Quality_type
2021-01-30 22:00,1.48,-1.4,0.31,0.17,0.26,-1.04,2.34,-0.86,0.86,1.34,1.07,0.51,-0.45,3.67,-0.28,Approved
2021-01-30 23:00,-1.27,0.05,-0.57,-0.62,0.07,1.7,2.53,-5.35,-0.29,4.15,-0.12,-0.66,-1.83,2.9,1.67,Premium
2021-01-31 00:00,0.77,1.21,-0.26,1.18,1.53,-1.08,-0.68,2.5,-0.07,-2.43,1.01,-0.48,-2.02,1.59,0.04,Approved
2021-01-31 01:00,0.72,-0.12,-0.17,0.77,1.62,0.85,0.13,1.65,-2.31,-0.64,-1.58,-0.78,-1.33,-1.59,1.24,Premium
2021-01-31 02:00,0.8,0.92,-0.18,-1.1,1.92,1.45,-0.09,0.75,0.95,-1.22,1.39,-1.17,-0.94,-2.25,0.64,Premium
2021-01-31 03:00,2.48,1.31,-0.87,0.02,-2.48,-1.15,-0.38,3.58,1.3,-2.11,0,0.05,-0.7,1.71,-1.95,Rejected
2021-01-31 04:00,-0.33,0.77,0.43,-3.58,0.84,-1.95,0.03,-3.14,2.78,-0.48,-0.44,-0.61,-0.76,0.62,1.04,Rejected
2021-01-31 05:00,1.46,0.87,-0.23,-0.57,-0.01,0.39,-0.48,2.07,-0.27,-2.13,0.01,0.69,-1.44,0.51,1.22,Premium
2021-01-31 06:00,2.59,-2.66,0.05,0.15,1.47,-0.17,1.6,1.97,0.59,-0.4,-1.08,-0.2,-0.21,-0.08,-0.29,Approved
2021-01-31 07:00,0.62,1.88,-0.24,-0.51,2.66,-1.11,0.83,-0.73,0.59,-0.93,0.53,-0.82,-0.49,2.85,-0.25,Approved
2021-01-31 08:00,2.91,-0.32,-0.5,2.46,2.79,0.04,1.6,4.09,-0.23,-1,0.63,1.64,0.28,0.21,0.05,Approved
2021-01-31 09:00,-0.58,-1.28,-0.06,-1.26,-1.66,0.03,1.15,-3.31,-0.34,2.24,-0.72,0.04,0.35,2.27,-0.96,Premium
2021-01-31 10:00,0.46,1,-0.91,-0.97,0.32,0.9,1,-1.25,1.58,0.7,-0.71,-0.08,0.19,0.77,-1.77,Rejected
2021-01-31 11:00,1.69,-0.15,-0.87,-2.86,1.72,0.65,1.82,-1.54,1.6,0.51,-0.76,-1.13,0.97,-1.17,0.5,Premium
2021-01-31 12:00,1.31,-0.05,-0.68,1.91,0.62,-0.64,1.82,1.25,-1.5,1.59,0.28,-0.76,0.31,-0.38,-0.44,Approved
2021-01-31 13:00,2.35,1.46,-0.04,1.6,1.13,-0.44,3.54,0.28,0.03,2.5,-0.66,1.62,-0.2,2.08,-0.12,Approved
2021-01-31 14:00,0.43,1.3,0.79,-0.95,-0.28,-1.02,-1.32,1.31,0.44,-2.36,-0.06,1.44,-1.07,0.27,-1.46,Premium
2021-01-31 15:00,1.26,-0.42,0.35,1.35,0.67,-1.65,1.44,0.93,-0.82,0.54,0.69,0.6,0.45,1.84,0.98,Approved
2021-01-31 16:00,-0.27,1.37,0.74,-1.57,0.77,-0.71,0.45,-2.29,-0.24,-0.04,-0.51,0.93,1.65,2.43,-0.58,Rejected
2021-01-31 17:00,1.39,2.26,0.76,-0.75,1.85,0.91,1.6,-0.11,-1.64,0.73,-0.45,-0.63,-0.34,-1.78,0.84,Rejected
2021-01-31 18:00,-0.26,0.56,1.68,-1.6,-0.1,-0.19,-0.88,-1.03,1.48,-1.94,-1.59,1.1,0.35,3.74,0.16,Rejected
2021-01-31 19:00,0.64,2.03,-0.3,-1.6,1.61,0.39,-0.38,0.41,-0.4,-1.53,-0.8,-0.92,-1.27,-1.76,0.18,Premium
2021-01-31 20:00,0.18,1.05,0.98,0.28,3.6,0.93,-1.32,2.51,-1.82,-2.61,-0.5,0.27,0.31,-4.07,-0.03,Premium
2021-01-31 21:00,0.81,0.4,-0.51,-3.04,-2.55,0.92,0.44,-1.85,2.29,0.23,-1.02,-1.38,-0.7,1.78,-0.12,Premium
2021-01-31 22:00,-0.28,-1.55,-1.34,-1.29,0.29,-0.62,-0.27,-1.44,0.53,-1.05,0.88,-0.55,-0.39,3.3,-0.86,Rejected
2021-01-31 23:00,0.72,-1.08,-0.47,-0.86,0.18,0.91,2.51,-2.62,0.16,2.55,0.83,1.11,0.66,1.82,1.26,Premium
2021-02-01 00:00,1.6,0.03,0.62,-1.86,1.37,0.72,2.42,-1.98,0.08,1.13,0.23,0.64,0.14,1.7,1.06,Rejected
2021-02-01 01:00,2.41,0.78,1.41,-1.04,1.34,-0.22,3.34,-0.94,0.43,2.42,0.42,1.08,1.19,-1,-0.56,Approved
2021-02-01 02:00,-0.51,1.3,0.89,-1.01,-1.03,0.13,0.3,-1.97,0.79,0.89,0.12,-0.66,-0.73,1.42,0.74,Premium
2021-02-01 03:00,1.14,-0.07,0.27,-2.4,1.12,-2.43,2.62,-2.97,0.24,2.28,0.84,1.09,-0.09,-0.39,-1.98,Rejected
2021-02-01 04:00,0.85,-0.98,0.08,-1.42,-0.57,-1.99,0.26,-0.12,0.18,-0.24,0.53,-1.35,0.36,-0.22,0.36,Premium
2021-02-01 05:00,-1.87,-2.11,0.23,-1.11,-1.4,0.14,-1.67,-1.49,1.07,-0.28,-0.06,1.26,-0.48,-0.73,-0.28,Premium
2021-02-01 06:00,0.14,-0.8,-1.55,-2,0.54,-2,-0.63,-0.52,0.47,-1.41,-0.98,-0.2,-0.86,-0.2,0.83,Rejected
2021-02-01 07:00,1.41,-0.95,0.08,-0.02,1.92,-0.02,3.09,-1.44,0.42,2.57,0.83,0.13,-0.67,0.19,-0.37,Rejected
2021-02-01 08:00,1.92,1.72,-0.25,-0.83,-2.09,-0.34,-0.12,1.94,1.02,-1.45,-0.27,-0.3,-2.12,1.55,-0.79,Rejected
2021-02-01 09:00,1.89,-0.78,-0.27,0.69,1.21,-0.49,2.31,0.53,-0.87,1.28,-0.15,-1.32,-0.66,0.53,-1.35,Rejected
2021-02-01 10:00,0.5,1.33,-0.1,1.58,0.71,-2.05,0.98,0.8,-0.04,0.93,1.29,0.22,-0.61,-0.17,-1.09,Approved
2021-02-01 11:00,2.68,0.4,0.12,-3.13,1.05,-0.75,1.58,-0.24,-1.52,-0.66,-0.18,-1.37,-0.57,-0.24,-0.55,Premium
2021-02-01 12:00,2.01,2.31,-1.21,1.25,0.83,-0.68,2.27,1.19,-2.74,1.39,-0.76,0.29,1.03,0.14,2.34,Approved
2021-02-01 13:00,-0.23,-0.53,0.49,0.25,0.51,-0.1,-0.32,0.11,0.61,-0.63,1.18,0.64,-0.07,0.96,-0.62,Approved
2021-02-01 14:00,-0.03,-1.78,-0.3,-2.17,1.31,-0.97,1.7,-3.62,-1.25,1.54,0.47,-0.66,-2.21,1.31,-0.14,Rejected
2021-02-01 15:00,-1.91,0.64,0.5,-1.9,-3.3,-0.33,-1.15,-2.98,1.7,0.77,0.04,-0.75,0.64,1.16,-2.03,Premium
2021-02-01 16:00,1.71,-2,0.95,-0.14,-2.77,-1.49,-0.39,2.35,-0.56,-1.45,-0.14,0.02,2.25,2.13,0.06,Rejected
2021-02-01 17:00,0.59,0.98,2.82,0.46,-2.35,-1.8,-1.25,2.29,0.35,-1.7,-1.29,0.7,-0.38,1.41,-0.39,Rejected
2021-02-01 18:00,0.62,1.68,-0.04,-0.35,0.68,-0.43,0.73,-0.47,-0.17,-0.21,-0.68,-1.84,-0.83,2.27,0.22,Rejected
2021-02-01 19:00,-1.2,0.61,-1.14,-1.41,-2,0.73,-0.05,-3.07,2.13,0.95,0.34,1.11,0.1,3.08,-0.83,Premium
2021-02-01 20:00,-0.25,-1.55,-0.84,2.96,2.67,1.06,-1.9,3.57,0.37,-3.87,-0.29,-0.43,0.41,3,0.52,Approved
2021-02-01 21:00,1.62,-0.61,-0.01,-1.32,-1.28,1.12,0.71,0.25,0.3,-0.36,0.64,-0.16,1.45,1.73,0.23,Premium
2021-02-01 22:00,0.42,-0.34,0.58,-2.39,0.46,0.94,0.58,-2.06,0.47,-0.35,1.5,1.29,0.22,2.13,1.57,Rejected
2021-02-01 23:00,0.36,-0.6,-1.36,-1.87,-0.07,0.2,-0.07,-1.06,-0.76,-1.02,-0.82,1.43,-1.65,2.2,0.26,Rejected
2021-02-02 00:00,1.4,0.99,-0.34,1.12,1.04,0.68,1.08,1.68,-1.71,0.26,0.75,-1.27,0,-0.79,0.64,Rejected
2021-02-02 01:00,2.04,-0.19,-0.13,-1.61,1.23,0.39,1.81,-0.15,-1.24,0.5,-0.04,-0.61,1.36,-1.21,1.78,Rejected
2021-02-02 02:00,1.08,0.56,0.07,0.04,1.91,-1.07,3.15,-1.86,1.73,3.03,-0.37,-2.22,-0.42,-0.25,0.13,Rejected
2021-02-02 03:00,0.7,-0.96,-0.05,-2.34,1.55,0.43,-0.42,0.04,-0.6,-1.6,1.18,-1.02,-1.12,-2.22,-0.67,Rejected
2021-02-02 04:00,1.97,-0.76,-1.56,-2.33,-0.96,0.09,-0.23,1.13,-0.21,-2.13,-1.33,-2.46,0.63,1.05,-1.86,Rejected
2021-02-02 05:00,-1.17,-0.98,0.25,-0.25,-0.26,0.72,0.69,-2.77,-0.14,1.79,0.98,0.42,-0.17,1.59,0.58,Premium
2021-02-02 06:00,1.07,-0.26,1.37,-1.64,0.43,-1.12,-1.35,1.92,0.36,-3.04,-0.32,0.12,-0.95,-0.99,0.35,Premium
2021-02-02 07:00,1.23,-0.34,1.94,2.81,1.44,-0.14,2.05,1.76,0.85,2.06,0.23,-0.19,-0.86,-1.82,1.03,Approved
2021-02-02 08:00,1.63,0.57,0.53,-0.43,-0.04,0.53,1.74,-0.09,-0.58,0.9,0.96,-0.48,-0.39,1.05,1.27,Approved
2021-02-02 09:00,0.29,0.67,1.27,-1.55,-0.37,0.16,-0.07,-0.75,-0.89,-0.51,-0.69,1.96,-1.89,0.67,-1.28,Rejected
2021-02-02 10:00,2.18,-1.24,-0.71,0.96,0.5,-0.5,2.23,1.26,0.39,1.31,0.14,-0.73,0.1,0.01,0.64,Approved
2021-02-02 11:00,0.49,-2.02,1.41,-1.38,0.47,0.54,-0.03,-0.22,0.55,-0.7,0.75,0.02,0.1,-0.43,-0.47,Approved
2021-02-02 12:00,1.12,2.91,-1.4,2.65,3.77,-0.87,0.18,3.28,0.84,-1.97,-0.01,0.8,-0.22,0.66,0.77,Approved
2021-02-02 13:00,2.66,-1.51,0.3,2.05,2.34,-0.68,1.99,2.89,-1,-0.28,-1.19,0.77,-0.98,1.18,1.5,Approved
2021-02-02 14:00,2.78,1.21,0.48,-2.08,-1.46,0.73,0.99,0.96,-0.15,-1.01,-0.21,1,0.14,1.96,-1.02,Premium
2021-02-02 15:00,1.44,0.65,0.14,0.12,0.45,0.38,1.12,0.81,1.39,0.16,0.27,0.47,2.42,0.42,-2.56,Approved
2021-02-02 16:00,-3.45,-0.57,0.13,0.83,0.8,1.5,-0.59,-3.35,1.2,2.13,-1.63,3.08,0.39,-1.13,-1.04,Premium
2021-02-02 17:00,2.15,-0.95,0.17,1.01,-1.92,0.14,0.75,2.76,-0.43,-0.07,-1.82,0.21,-0.52,0.65,-0.04,Premium
2021-02-02 18:00,-4.04,-0.56,0.5,-0.47,-2,-1.24,-2.76,-2.79,0.43,0.38,-1.19,-2.55,1.52,-1.21,-0.21,Rejected
2021-02-02 19:00,-1.74,-1.92,-1.3,-0.31,-0.32,-0.97,-0.31,-2.48,-1.32,0.84,1.49,1.92,-0.84,1.48,0.66,Premium
2021-02-02 20:00,-1.54,0.72,-0.28,-0.85,-1.01,0.15,-0.8,-2,0.31,0.29,0.14,2.03,0.58,0.78,1,Rejected
2021-02-02 21:00,-0.71,0.73,0.71,-0.57,-0.74,-0.31,-0.23,-1.22,1.49,0.39,1.75,1.17,0.46,0.5,0.7,Premium
2021-02-02 22:00,1.25,-0.92,0.37,-1.55,0.98,0.77,2.06,-1.64,-0.44,1.43,-2.09,-2.34,-0.49,-0.03,0.65,Rejected
2021-02-02 23:00,-2.67,-0.38,0.2,0.79,1.08,-1.69,0.03,-3.08,-0.07,2.09,-0.47,-0.88,0.07,-0.31,0.81,Premium
2021-02-03 00:00,1.89,-1.1,0.36,0.22,1.73,0.85,2.76,-0.53,-1.06,1.32,1.91,0.18,-0.02,2.39,0.39,Approved
2021-02-03 01:00,1.15,1.11,0.33,-0.86,0.9,1.14,1.63,-0.94,1.86,0.75,-1.01,0.2,-0.8,1.09,0.05,Rejected
2021-02-03 02:00,1.82,0.41,-1.08,0.26,-1.98,0.69,-0.19,2.71,-0.16,-1.33,-0.9,1.06,-2.24,1.2,0.69,Rejected
2021-02-03 03:00,1.11,2.17,2.49,-3.37,-0.16,1.43,0.1,-1.02,0.48,-1.1,1.25,-0.2,-1.99,-0.03,-0.74,Premium
2021-02-03 04:00,0.59,0.91,0.36,1.46,1.79,0.13,0.93,0.98,-0.16,0.47,-1.63,1.82,0.14,-0.66,1.13,Approved
2021-02-03 05:00,-3.9,0.73,0.12,0.12,-2.56,0.74,-0.82,-4.72,-0.38,2.75,-1.46,-0.75,0,1.98,-0.31,Premium
2021-02-03 06:00,1.9,1.45,-0.52,3.64,3.74,-0.47,0.64,4.64,-0.1,-1.72,0.41,0.23,-0.4,0.01,0.46,Approved
2021-02-03 07:00,-2.76,-0.44,-0.03,0.46,-0.32,0.23,0.45,-4.28,1.56,2.76,0.45,0.2,2.41,2.3,0.37,Premium
2021-02-03 08:00,1.1,0.77,0.27,-2.47,0.13,-0.08,0.1,-0.32,0.55,-1.02,0.69,0.27,-0.38,-0.44,-0.18,Premium
2021-02-03 09:00,0.6,-1.77,-1,-1.85,1.01,-0.61,0.77,-1.23,-0.06,0.23,1.05,1.09,-0.15,-0.91,0.45,Premium
2021-02-03 10:00,0.1,0.81,-0.8,-0.94,0.43,-0.76,1.32,-2.21,0.84,1.25,-0.71,1.03,1.31,1.77,-0.14,Premium
2021-02-03 11:00,-0.39,0.76,0.2,-1.84,1.46,1.21,0.6,-2.39,-0.26,0.67,0.74,-0.57,-0.94,-0.9,0.23,Rejected
2021-02-03 12:00,1.61,0.44,-2.28,-2.52,-0.81,0.43,1.38,-1.31,2.04,0.38,-1.56,0.87,-1.22,1.45,-0.76,Premium
2021-02-03 13:00,1.7,-0.54,0.34,1.43,1.05,0.43,1.07,2.21,0.29,-0.2,-0.81,-0.66,-0.02,0.24,0.91,Approved
2021-02-03 14:00,0.81,0.64,1.37,-2.2,-1.08,-0.2,-0.38,-0.31,0.19,-1.43,0.9,0.21,0.31,1.76,-0.17,Rejected
2021-02-03 15:00,0.26,1.63,0.13,-0.41,-1.06,-1.66,-0.27,0.23,1.01,-0.45,-0.72,1.4,0.23,0.88,-1.12,Rejected
2021-02-03 16:00,-1.07,0.52,0.71,-2.85,-0.46,-0.51,-1.22,-2.57,1.5,-1.56,0.58,-0.39,0.12,2.85,-0.44,Rejected
2021-02-03 17:00,1.16,0.61,-0.05,0.85,0.41,-0.96,1.13,0.99,1.19,0.59,0.31,0.16,-0.76,-0.03,-0.65,Approved
2021-02-03 18:00,4.72,-0.18,0.38,1.26,0.5,-0.98,3.85,3.36,1.48,1.74,0.13,1.16,-0.32,-1.1,1.3,Approved
2021-02-03 19:00,-0.53,-1.04,-1,-1.65,-2.23,-0.16,-0.28,-1.86,-0.25,0.44,0.26,-0.97,-0.14,1.4,-0.36,Premium
2021-02-03 20:00,0.54,0.11,0.75,-0.2,1.91,-0.03,1.45,-0.99,0.53,0.89,-0.04,2.46,0.74,0.27,0.25,Approved
2021-02-03 21:00,1.53,0.61,-0.59,0.08,0.48,0.14,1.89,-0.12,0.67,0.91,1.32,-0.4,-0.18,1.85,1.7,Approved
2021-02-03 22:00,0.91,1.19,0.37,-2.1,1.85,0.98,1.43,-2.05,-1.06,0.01,-0.53,0.42,-0.37,2.02,1.15,Approved
2021-02-03 23:00,1.35,-0.25,-0.93,-2.27,1.45,0.64,3.19,-3.16,-0.59,2.9,-0.94,2.62,-0.39,-0.77,-1.43,Rejected
2021-02-04 00:00,-2.96,-1.3,-1.19,-0.02,-0.41,0.72,-1.42,-2.51,-1.39,0.71,1.98,0.95,0.46,-0.43,0.41,Premium
2021-02-04 01:00,2.89,-0.06,1.8,-0.23,-1.95,0.88,0.52,3.13,-0.3,-1.17,-0.14,0.2,0.57,0.67,-0.95,Rejected
2021-02-04 02:00,1.26,1.95,0.37,0.23,1.94,-0.21,2.12,-0.68,-0.61,0.86,-0.49,0.36,0.78,2.36,0.04,Approved
2021-02-04 03:00,-1.69,0.32,0.82,0.22,-0.35,1.08,0.42,-2.72,-0.95,2.12,0.89,-0.88,1,0.58,0.83,Premium
2021-02-04 04:00,0.91,-1.21,1.41,2.1,3.01,-0.35,-0.59,3.46,1.43,-2.61,0.46,-2.18,-1.47,0.27,1.3,Approved
2021-02-04 05:00,-1.94,1.38,2.39,-0.99,-1.85,-0.71,-0.31,-3.32,0.13,1.46,1.59,-0.76,0.33,1.77,0,Premium
2021-02-04 06:00,-0.07,0.67,1.44,-0.67,1.03,-2.32,1.8,-2.43,0.74,2.4,-0.96,0.54,-0.1,-0.76,-0.63,Rejected
2021-02-04 07:00,-0.1,-1.22,0.28,-0.08,0.58,-0.45,-0.29,0.18,1.02,-0.48,-0.66,0.2,-0.87,-0.41,1.65,Premium
2021-02-04 08:00,1.9,-0.14,0.31,0.82,1.85,0.93,2.68,0.18,-0.57,1.45,0.79,-1.67,3.09,1.19,-0.03,Rejected
2021-02-04 09:00,0.41,-1.41,0.58,-2.25,-0.61,-1.55,-0.71,-0.49,1.48,-1.71,0.11,0.09,0.42,1.55,-0.6,Rejected
2021-02-04 10:00,-0.49,-0.26,-0.15,-1.4,0.63,-0.16,0,-2.06,0.46,-0.56,0.82,0.48,-0.59,3.02,-1.21,Rejected
2021-02-04 11:00,0.58,0.91,0.43,2.29,2.32,-0.44,-0.88,3.24,0.1,-2.83,0.95,0.48,-0.09,2.02,-1.21,Approved
2021-02-04 12:00,0.16,0.26,-1.04,0.62,1.56,-0.19,-0.34,0.89,-0.15,-1.47,0.71,-1.32,0.49,1.53,0.61,Approved
2021-02-04 13:00,1.14,-0.45,0.02,-1.43,0.95,-0.22,2.29,-1.9,-0.85,1.98,0.69,1.5,1.38,-0.46,0.16,Rejected
2021-02-04 14:00,-0.61,0.51,0.62,-1.16,-1.02,-0.89,0.25,-2.19,-0.17,0.83,-0.19,-1.56,-0.08,1.61,0.96,Premium
2021-02-04 15:00,-0.26,-0.59,0.79,2.36,1.47,0.48,-0.65,2.37,-0.66,-0.63,0.52,0.26,0.87,-2.08,0.12,Rejected
2021-02-04 16:00,1.35,-0.44,-1.26,-1.07,0.82,0.27,0.75,0.45,-0.97,-0.24,0.16,-1.74,1.01,-1.23,-1.77,Rejected
2021-02-04 17:00,0.49,-0.19,1.29,1.3,1.87,0.48,-0.07,1.63,-0.7,-1.26,-0.32,-0.86,1.17,0.83,0.12,Approved
2021-02-04 18:00,0.23,2.13,1.95,-2.71,0.99,-1.29,2.17,-3.9,0.41,2.52,-0.94,-0.78,-1.23,-0.89,0.94,Rejected
2021-02-04 19:00,1.86,-0.63,-1,-0.67,1.78,0.14,2.56,-0.94,1.8,1.03,-0.86,-1.59,1.39,2,1.33,Rejected
2021-02-04 20:00,-0.63,1.29,-0.26,-0.85,-0.21,-1.84,-1.55,-0.32,0.44,-2.57,0.6,-0.1,-0.77,4.17,-1.44,Rejected
2021-02-04 21:00,0.24,0.55,0.33,-0.38,0.73,-0.73,-0.76,1.03,-1.18,-1.48,-0.49,-0.12,0.6,-0.84,1.58,Premium
2021-02-04 22:00,1.7,0.92,0.52,-1.9,1.17,-0.49,0.46,0.6,-0.32,-1.26,0.72,1.76,-0.56,-0.81,-0.3,Premium
2021-02-04 23:00,1.94,0.76,0.5,1.85,2.79,0.53,3.92,-0.25,-0.94,3.19,1.16,0.83,0.72,0.2,-1.21,Approved
2021-02-05 00:00,-1.1,-0.64,1.35,-0.46,-0.46,0.83,1.08,-3.49,0.32,1.99,-1.3,-0.92,-1.51,3.42,1.51,Premium
2021-02-05 01:00,1.39,-0.53,0,1.55,-0.85,1.48,-0.25,3.09,1.07,-1.44,-1.15,0.67,0.47,1.69,-1.75,Premium
2021-02-05 02:00,1.5,0.8,-1.23,-1.06,1.24,0.65,1.65,-0.74,0.07,0.15,-0.24,-1.88,0.74,2.01,-1.15,Rejected
2021-02-05 03:00,0.1,2.85,-1.14,-0.39,-1.35,-0.33,-1.45,1.21,-1.24,-2.07,-0.64,-1.89,0.46,1.6,-0.61,Rejected
2021-02-05 04:00,-0.46,-0.1,-0.7,0.12,1.86,-1.28,1.21,-1.62,0.5,1.8,0.97,0.27,0.01,-1.61,1.66,Rejected
2021-02-05 05:00,-0.88,-0.22,0.11,-1.67,0.53,-0.38,0.21,-2.89,0.69,0.31,0.51,0.91,-0.15,1.91,-0.33,Rejected
2021-02-05 06:00,-2.99,-1.18,0.43,-0.62,-2.19,-0.3,-1.71,-2.82,-0.08,0.73,-1,-1.27,1.46,0.53,0.16,Premium
2021-02-05 07:00,-0.13,0.6,0.17,0.1,1.98,0.11,-1.2,1.62,-0.08,-1.8,-0.32,0.38,1.52,-2.89,-0.65,Premium
2021-02-05 08:00,1.28,1.77,-0.87,-0.55,1.47,-0.8,2.09,-1.06,0.89,1.08,0.47,0.67,-1.23,1.39,0.01,Rejected
2021-02-05 09:00,-0.13,-0.76,0.51,-3.71,-3.64,-1.61,-2.8,-0.54,0.17,-4.06,-0.14,1.62,-1.05,5.2,-0.21,Rejected
2021-02-05 10:00,2.68,0.1,1.35,0.53,2.24,0.31,3.63,0.06,-1.92,2.09,-0.55,0.49,0.81,0.74,0.76,Rejected
2021-02-05 11:00,2.45,-0.47,-0.12,0.98,0.88,0.42,2.53,1.11,1.23,1.02,-1.13,-2.3,0.23,1.78,1.52,Approved
2021-02-05 12:00,-4.27,-0.27,1.4,-1.13,-4.56,0.09,-2.92,-4.06,-0.54,0.31,0.22,-1.88,-1.19,3.41,-0.87,Premium
2021-02-05 13:00,0.68,1.19,-0.83,0.11,0.47,-1.56,-0.07,1.18,-1.4,-0.74,-0.21,-0.55,0.05,-0.57,-0.06,Premium
2021-02-05 14:00,1.29,-1.25,0.19,0.93,0.14,0.23,0.01,2.51,0.12,-1,-0.77,-0.47,-0.66,-0.33,-0.6,Premium
2021-02-05 15:00,-0.44,-1.97,-3.49,0.8,-0.11,-0.83,-1.88,1.78,-0.63,-2.68,-1.52,-0.31,-0.64,2.06,0.8,Approved
2021-02-05 16:00,1.93,1.8,-0.46,1.36,-1.28,-0.36,0.53,2.8,-0.76,-0.64,0.6,-0.88,0.68,1.89,-0.95,Approved
2021-02-05 17:00,-1.03,1.15,0.08,-1.12,-1.22,1.15,0.54,-2.97,-0.19,1.85,-0.01,0.49,1.41,0.88,-1.19,Premium
2021-02-05 18:00,2.36,0.68,-0.19,-1.81,0.39,0.11,0.88,0.94,-0.8,-1.19,-0.37,-1.68,-1.23,0.47,1.03,Rejected
2021-02-05 19:00,-1.34,0.05,-0.3,-0.17,-0.07,-0.21,-0.86,-0.79,-0.24,0.28,-0.54,-0.13,0.03,-1.89,0.27,Premium
2021-02-05 20:00,0.4,1.51,-0.72,-1.92,-0.84,0.14,0.99,-1.96,-0.14,1.2,1.19,0.09,-0.05,0.1,-1.48,Premium
2021-02-05 21:00,0.85,-0.99,-0.3,0.07,1.17,0.95,-0.56,2.04,-0.97,-1.71,-0.45,0.06,1.52,-1.38,0.26,Premium
2021-02-05 22:00,2.91,1.44,0,-0.09,1.51,2.77,2.25,1.17,1.95,-0.32,-0.44,-2.2,-0.84,2.72,0.78,Rejected
2021-02-05 23:00,1.8,-0.71,0.03,-2.47,1.17,-0.03,0.18,0.72,1.29,-1.69,-1.05,-0.13,-0.03,-1.51,0.01,Premium
2021-02-06 00:00,1.22,0.94,3.5,-1.94,-1.46,-0.09,0.44,-0.5,-0.47,-0.49,0.47,-0.55,1.38,2.13,-1.52,Premium
2021-02-06 01:00,1.4,1.37,-2.65,-0.19,-0.35,-1.32,1.45,0.23,-0.77,1.07,1.32,-0.16,0.25,-0.2,-0.4,Approved
2021-02-06 02:00,3.13,0.18,0.18,-1.23,0.44,0.59,2.22,0.81,-0.27,-0.03,0.59,0.3,-0.55,1.5,2.3,Approved
2021-02-06 03:00,1.15,1.51,0.09,-2.74,1.92,-0.78,0.3,-0.43,0.01,-1.17,2.21,0.24,-2.04,-1.96,-1.48,Premium
2021-02-06 04:00,-2.1,-1.53,1.46,-1.26,-2.81,1.07,-1.45,-2.25,-1.25,0.65,0.73,1.13,0.68,-0.29,-0.65,Premium
2021-02-06 05:00,-0.28,-0.32,-1.86,2.99,0.36,0.5,0.59,1.12,-0.37,1.26,-0.53,1.97,0.67,0.14,-0.6,Premium
2021-02-06 06:00,1.29,-0.7,-0.06,4.36,4.05,0.24,-0.8,5.79,1.8,-3.55,-0.19,0.93,0.15,0.99,-0.19,Approved
2021-02-06 07:00,0.9,-0.65,-0.1,-1.73,2.46,-1.06,-0.07,0.49,1.25,-1.43,0.22,-1.91,0.17,-2.8,1.5,Premium
2021-02-06 08:00,-1.62,-0.33,0.82,-1.87,-1.7,0.13,-1.8,-2.04,0.57,-1.39,-1.57,-0.33,-0.57,2.97,0.61,Rejected
2021-02-06 09:00,0.89,-0.12,-0.5,-1.66,0.84,0.92,2.11,-2.29,-1.14,1.8,0.42,1.49,-1.2,0.17,-0.67,Rejected
2021-02-06 10:00,1.82,1.29,1.11,-1.55,1.28,-0.4,2.87,-2.21,-1.41,1.25,0.36,1.29,0.79,3.81,-0.29,Approved
2021-02-06 11:00,1.74,-0.15,-0.45,-1.9,0.62,0.4,0.92,0.09,-0.6,-0.51,0.42,0.27,0.15,-0.38,-0.18,Premium
2021-02-06 12:00,2.19,0.14,-0.57,-0.78,-1.57,1.82,0.26,2.05,-1.02,-1.15,-0.9,0.05,0.48,0.69,-1.57,Rejected
2021-02-06 13:00,-0.02,0.2,-0.65,-1.65,0.78,-0.52,0.93,-2.4,-0.84,0.66,-1.16,1.88,-0.07,1.3,-0.25,Rejected
2021-02-06 14:00,-2.57,0.43,-0.72,-0.72,-1.69,-0.97,-0.28,-4,-0.97,2.07,0.58,1.18,-1.02,1.51,0.81,Premium
2021-02-06 15:00,0.74,-0.29,0.51,2.59,-0.7,-1.43,1.63,1.13,1.69,2.36,0.89,0.02,0.62,-0.34,0.12,Approved
2021-02-06 16:00,0.16,0.18,-0.35,-0.43,0.76,1.64,1.2,-1.54,0.81,1.08,-0.04,2.04,-0.33,1.14,-1.33,Rejected
2021-02-06 17:00,-0.97,-2.26,1.74,-0.91,-0.13,-1.39,0.35,-2.43,0.21,1.26,-0.03,1.31,-2.12,0.29,-0.6,Premium
2021-02-06 18:00,0.99,0.31,0.29,-0.8,-0.96,1.5,0.65,-0.05,-0.28,0.23,1.02,-1.73,0.43,0.76,1.45,Approved
2021-02-06 19:00,2.86,1.01,1.11,2.47,2.83,-0.3,1.4,4.32,0.26,-1.16,0.71,0.4,0.31,-0.33,-0.45,Approved
2021-02-06 20:00,-0.41,1.05,1.31,1.03,0.78,-0.19,-0.53,0.73,0.75,-0.66,-1.24,1.02,-0.99,0.27,-2.09,Approved
2021-02-06 21:00,2.57,-1.49,0.75,-1.26,1.89,0.69,3.99,-1.57,-0.72,3,0.34,-0.16,-0.17,-0.97,0.5,Rejected
2021-02-06 22:00,1.42,1.81,1.78,3.39,2.9,-0.45,-0.1,4.41,1.53,-2.39,-1.05,0.26,0.52,1.45,0.65,Approved
